source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
openalex,https://openalex.org/W3023783299,Macro-Prudential Policy and the Conduct of Monetary Policy,2012,,10,preprint,game currency monetary policy
openalex,https://openalex.org/W2044557344,Optimal monetary policy committee size: theory and cross country evidence,2007,,18,preprint,game currency monetary policy
openalex,https://openalex.org/W1485135418,"Government Spending, Monetary Policy, and the Real Exchange Rate",2012,10.2139/ssrn.1978823,11,preprint,game currency monetary policy
openalex,https://openalex.org/W2203544717,Monetary Policy in the United States: A Brave New World?,2014,10.20955/r.96.111-122,14,article,game currency monetary policy
openalex,https://openalex.org/W3121429292,Monetary and Fiscal Policy Design under EMU: A Dynamic Game Approach,2000,,6,report,game currency monetary policy
openalex,https://openalex.org/W3124134195,Time Inconsistency and Free-Riding in a Monetary Union,2008,10.21034/sr.308,24,preprint,game currency monetary policy
openalex,https://openalex.org/W2034215092,Monetary Policy Arithmetic: Some Recent Contributions,1999,,12,article,game currency monetary policy
openalex,https://openalex.org/W1583249874,Exchange Rate Pass-through and Monetary Policy: How Strong is the Link?,2021,10.34989/swp-2009-29,17,report,game currency monetary policy
openalex,https://openalex.org/W2151900947,Leadership and Institutional Reform: Engineering Macroeconomic Policy Change in Australia,2003,10.1111/1468-0491.00215,87,article,game currency monetary policy
openalex,https://openalex.org/W4383216250,The Portfolio of Economic Policies Needed to Fight Climate Change,2023,10.1146/annurev-economics-051520-015113,104,review,game currency monetary policy
openalex,https://openalex.org/W2901036826,"Money, Sovereignty, and Optimal Currency Areas",2018,10.2139/ssrn.3226185,4,preprint,game currency monetary policy
openalex,https://openalex.org/W1582644129,Interdependent Expectations and the Spread of Currency Crises,2005,10.2307/30035947,16,article,game currency monetary policy
openalex,https://openalex.org/W3156588977,The (Near) Future of Central Bank Digital Currencies,2021,10.3726/b18087,28,book,game currency monetary policy
openalex,https://openalex.org/W2298296736,Exchange rates and monetary spillovers,2018,10.3982/te2669,16,article,game currency monetary policy
openalex,https://openalex.org/W1521413629,Monetary Policy Rules,1999,10.20955/r.81.3-12,8,article,game currency monetary policy
openalex,https://openalex.org/W2102713953,IMPLEMENTING INTERNATIONAL MONETARY COOPERATION THROUGH INFLATION TARGETING,2008,10.1017/s1365100507070174,35,article,game currency monetary policy
openalex,https://openalex.org/W2135590327,The Interactions of Strength of Governments and Alternative Exchange Rate Regimes in Avoiding Currency Crises,2009,10.1111/j.1468-2478.2009.00566.x,38,article,game currency monetary policy
openalex,https://openalex.org/W2486821163,China’s Influence in Asian Monetary Policy Affairs,2016,10.1093/acprof:oso/9780198758518.003.0010,3,book-chapter,game currency monetary policy
openalex,https://openalex.org/W2924268895,A Framework for Analyzing Monetary Policy in an Economy with E-Money,2018,10.2139/ssrn.3318915,9,preprint,game currency monetary policy
openalex,https://openalex.org/W4226468124,"Accounting as Technical, Social and Moral Practice: The Monetary Valuation of Public Cultural, Heritage and Scientific Collections in Financial Reports",2022,10.1111/auar.12371,71,article,game currency monetary policy
openalex,https://openalex.org/W2061149619,Industrial Policies in France: The Old and the New,2007,10.1007/s10842-007-0024-8,77,article,game currency monetary policy
openalex,https://openalex.org/W1553273121,Macroprudential Policies in a Global Perspective,2014,10.3386/w19967,55,report,game currency monetary policy
openalex,https://openalex.org/W1541708368,How the Bundesbank Really Conducted Monetary Policy: An Analysis Based on Real-Time Data,2016,10.2139/ssrn.2785070,20,preprint,game currency monetary policy
openalex,https://openalex.org/W4289861184,Research on factors affecting people’s intention to use digital currency: Empirical evidence from China,2022,10.3389/fpsyg.2022.928735,37,article,game currency monetary policy
openalex,https://openalex.org/W572002688,Subject pool recruitment procedures: organizing experiments with ORSEE,2015,10.1007/s40881-015-0004-4,2396,article,game currency monetary policy
openalex,https://openalex.org/W3122991880,Macroeconomic policy coordination issues during the various phases of economic and monetary integration in Europe,1991,,19,report,game currency monetary policy
openalex,https://openalex.org/W3124339569,Global Imbalances and Policy Wars at the Zero Lower Bound,2021,10.1093/restud/rdab015,49,article,game currency monetary policy
openalex,https://openalex.org/W3013706344,Spillover of COVID-19: Impact on the Global Economy,2020,10.2139/ssrn.3562570,236,preprint,game currency monetary policy
openalex,https://openalex.org/W4379233263,"The Policies, Practices, and Challenges of Digital Financial Inclusion for Sustainable Development: The Case of the Developing Economy",2023,10.3390/fintech2020019,95,article,game currency monetary policy
openalex,https://openalex.org/W2102269718,The Rise in Home Currency Issuance,2016,10.24148/wp2014-19,18,article,game currency monetary policy
openalex,https://openalex.org/W3136994474,"COVID-19 Pandemic, Sustainability of Macroeconomy, and Choice of Monetary Policy Targets: A NK-DSGE Analysis Based on China",2021,10.3390/su13063362,24,article,game currency monetary policy
openalex,https://openalex.org/W2235896611,MONETARY POLICY COMMITTEES: MEETINGS AND OUTCOMES,2010,10.1111/j.1465-7287.2009.00194.x,10,article,game currency monetary policy
openalex,https://openalex.org/W3124440505,Fiscal Policy Cycles and the Public Expenditure in Developing Countries,1998,10.30875/11fd21d5-en,71,paratext,game currency monetary policy
openalex,https://openalex.org/W2183096855,THE INTERNATIONALIZATION OF THE RENMINBI AND THE RISE OF A MULTIPOLAR CURRENCY SYSTEM,2014,,18,report,game currency monetary policy
openalex,https://openalex.org/W4200040959,Interactions between fiscal and monetary policies: a brief history of a long relationship,2021,10.3326/pse.45.4.2,15,article,game currency monetary policy
openalex,https://openalex.org/W2235818389,Monetary Policy Under Alterative Asset Market Structures: the Case of a Small Open Economy,2009,,18,preprint,game currency monetary policy
openalex,https://openalex.org/W1497405374,Intuitions of Justice: Implications for Criminal Law and Justice Policy,2007,,101,article,game currency monetary policy
openalex,https://openalex.org/W2189272905,THE CHOICE OF OPTIMAL MONETARY POLICY INSTRUMENT FOR KENYA,2011,,11,article,game currency monetary policy
openalex,https://openalex.org/W2543121299,The economic crisis as a game changer? Exploring the role of social construction in sustainability transitions,2016,10.5751/es-08761-210415,54,article,game currency monetary policy
openalex,https://openalex.org/W2085653094,Towards a Genuine Economic and Monetary Union—Comments on a Roadmap,2013,10.17645/pag.v1i1.90,33,article,game currency monetary policy
openalex,https://openalex.org/W2163454102,Monetary Commitment and Fiscal Discretion: The Optimal Policy Mix,2013,10.1257/mac.5.2.187,9,article,game currency monetary policy
openalex,https://openalex.org/W2792065880,International Competitiveness and the Fourth Industrial Revolution,2017,10.15678/eber.2017.050405,67,article,game currency monetary policy
openalex,https://openalex.org/W2166629897,Austerity Policies and Politics: The Case of Portugal,2013,10.3917/psud.039.0035,68,article,game currency monetary policy
openalex,https://openalex.org/W2620977426,The US Dollar as the Global Reserve Currency: Implications for US Hegemony,2017,10.13169/worlrevipoliecon.8.1.0104,28,article,game currency monetary policy
openalex,https://openalex.org/W3134603351,Plato as a Game Theorist towards an International Trade Policy,2021,10.3390/jrfm14030115,13,article,game currency monetary policy
openalex,https://openalex.org/W2189696310,"Policy learning in the Eurozone crisis: modes, power and functionality",2015,10.1007/s11077-015-9236-7,90,article,game currency monetary policy
openalex,https://openalex.org/W3121834380,International Monetary Relations: Taking Finance Seriously,2017,10.3386/w23440,24,report,game currency monetary policy
openalex,https://openalex.org/W2115488984,On the Optimal Choice of a Monetary Policy Instrument,2007,10.21034/sr.394,9,preprint,game currency monetary policy
openalex,https://openalex.org/W1492456262,Securing Stability and Growth in a Shock Prone Region: The Policy Challenge for Latin America,2011,10.2139/ssrn.1815944,96,preprint,game currency monetary policy
openalex,https://openalex.org/W1966691058,The Unending Search for Monetary Salvation,1995,10.1086/654280,19,article,game currency monetary policy
openalex,https://openalex.org/W2213018232,Convergence of gambling and gaming in digital media,2015,,31,report,game currency monetary policy
openalex,https://openalex.org/W1557885208,1. Macroeconomics: A Survey of Laboratory Research,2016,10.1515/9781400883172-002,193,book-chapter,game currency monetary policy
openalex,https://openalex.org/W2606880072,The Practice of Industrial Policy,2017,10.1093/acprof:oso/9780198796954.001.0001,59,book,game currency monetary policy
openalex,https://openalex.org/W2249224194,Designing Target Rules for International Monetary Policy Cooperation,2004,,9,book,game currency monetary policy
openalex,https://openalex.org/W2144325631,International Competitiveness and Monetary Policy: Strategic Policy and Coordination with a Production Relocation Externality,2013,10.3386/w19356,11,report,game currency monetary policy
openalex,https://openalex.org/W4281696003,The Roles of Central Bank Digital Currency over Physical Currency,2022,10.54443/sj.v1i2.10,15,article,game currency monetary policy
openalex,https://openalex.org/W2523233292,Smartphone Applications to Influence Travel Choices: Practices and Policies,2016,,70,preprint,game currency monetary policy
openalex,https://openalex.org/W2970108018,How Do Private Digital Currencies Affect Government Policy?,2019,10.3386/w26219,11,report,game currency monetary policy
openalex,https://openalex.org/W1955520883,Creating a country through currency and stamps: state symbols and nation-building in British-ruled Palestine,2010,10.1111/j.1469-8129.2010.00470.x,40,article,game currency monetary policy
openalex,https://openalex.org/W4309715781,A Multi-Currency Exchange and Contracting Platform,2022,10.5089/9798400224188.001,19,article,game currency monetary policy
openalex,https://openalex.org/W3089071654,Labor Markets and Monetary Union: a Strategic Analysis,1999,,21,article,game currency monetary policy
openalex,https://openalex.org/W290525047,A New Look at Currency Investing,2012,10.2470/rf.v2012.n4.1,20,book,game currency monetary policy
openalex,https://openalex.org/W2139861991,"Tax Avoidance, Evasion, and Administration",2000,10.3386/w7473,487,report,game currency monetary policy
openalex,https://openalex.org/W1560828336,Coordination and Policy Traps,2003,10.3386/w9767,23,report,game currency monetary policy
openalex,https://openalex.org/W1755229998,Sports Law and Policy in the European Union,2003,10.7228/manchester/9780719066061.001.0001,74,book,game currency monetary policy
openalex,https://openalex.org/W3024532045,Replicating patterns of prospect theory for decision under risk,2020,10.1038/s41562-020-0886-x,329,article,game currency monetary policy
openalex,https://openalex.org/W2622131111,Transformative social innovation and (dis)empowerment,2017,10.1016/j.techfore.2017.05.002,609,article,game currency monetary policy
openalex,https://openalex.org/W4293327504,Retrospectives: On the Evolution of the Rules versus Discretion Debate in Monetary Policy,2022,10.1257/jep.36.3.245,9,article,game currency monetary policy
openalex,https://openalex.org/W2906292593,The quest for global monetary policy coordination,2019,10.5018/economics-ejournal.ja.2019-5,8,article,game currency monetary policy
openalex,https://openalex.org/W2048964089,How Will EMU Affect Inflation and Unemployment in Europe?,1999,10.1111/1467-9442.00139,129,article,game currency monetary policy
openalex,https://openalex.org/W2982511682,CONVERGENCE BETWEEN GAMBLING AND GAMING: DOES THE GAMBLING AND GAMING INDUSTRY HAVE A RESPONSIBILITY IN PROTECTING THE CONSUMER?,2019,10.1089/glr2.2019.2397,31,article,game currency monetary policy
openalex,https://openalex.org/W2563902811,Prudential policies and their impact on credit in the United States,2019,10.1016/j.jfi.2019.04.002,69,article,game currency monetary policy
openalex,https://openalex.org/W2125853945,A ONE-AND-A-HALF CURRENCY SYSTEM,2008,,12,article,game currency monetary policy
openalex,https://openalex.org/W3028791111,Unconventional monetary policies: A stock-taking exercise,2020,10.3917/redp.302.0137,9,article,game currency monetary policy
openalex,https://openalex.org/W1825406104,Monetary Cooperation in East Asia: A Survey,2002,10.1142/s0116110502000064,15,article,game currency monetary policy
openalex,https://openalex.org/W2125695859,Campaigning on expertise: how the OECD framed EU welfare and labour market policies – and why success could trigger failure,2004,10.1080/13501760410001694255,136,article,game currency monetary policy
openalex,https://openalex.org/W2519518405,Fiscal and Monetary Policy Interaction : Evidences and Implication for Inflation Targeting in Indonesia,2005,10.21098/bemp.v7i3.114,13,article,game currency monetary policy
openalex,https://openalex.org/W3125554925,Initial Coin Offerings and the Value of Crypto Tokens,2018,10.3386/w24418,254,report,game currency monetary policy
openalex,https://openalex.org/W2047823383,Fiscal and Monetary Policies in Moderate Inflation: Case Studies of Three Countries,1973,10.2307/1991328,14,article,game currency monetary policy
openalex,https://openalex.org/W4252089649,MONETARY AND FISCAL POLICY ANALYSIS: WHICH IS MORE EFFECTIVE?,2015,10.22146/jieb.v29i3.6470,11,article,game currency monetary policy
openalex,https://openalex.org/W3123602950,Knowledge dilemmas within organizations: Resolutions from game theory,2013,10.1016/j.knosys.2013.02.011,38,article,game currency monetary policy
openalex,https://openalex.org/W2954844488,Is fiscal policy coordination in EMU desirable?,2001,,37,report,game currency monetary policy
openalex,https://openalex.org/W1489500861,"Inflation Stabilization with Incomes Policy Support: A Review of the Experience in Argentina, Brazil and Israel",1987,10.3386/w2153,49,report,game currency monetary policy
openalex,https://openalex.org/W2164079995,International organization: a state of the art on an art of the state,1986,10.1017/s0020818300027363,1111,article,game currency monetary policy
openalex,https://openalex.org/W3121547672,Is Optimal Monetary Policy Always Optimal?,2015,10.2139/ssrn.2645699,8,preprint,game currency monetary policy
openalex,https://openalex.org/W1500360524,A return to the convertibility principle? Monetary and fiscal regimes in historical perspective. The international evidence,2001,,20,report,game currency monetary policy
openalex,https://openalex.org/W2143145136,Bringing Financial Stability into Monetary Policy,2014,10.2139/ssrn.2523466,8,preprint,game currency monetary policy
openalex,https://openalex.org/W4288058445,Fundamentals of Economic and Monetary Policy in Islam,2022,10.29240/alfalah.v7i1.4302,8,article,game currency monetary policy
openalex,https://openalex.org/W3045958835,"A Framework for Studying the Monetary and Fiscal History of Latin America, 1960-2017",2020,10.21034/sr.607,27,preprint,game currency monetary policy
openalex,https://openalex.org/W2395031257,"Volatile and Extreme Food Prices, Food Security, and Policy: An Overview",2016,10.1007/978-3-319-28201-5_1,78,book-chapter,game currency monetary policy
openalex,https://openalex.org/W3213778890,Skin gambling predicts problematic gambling amongst adolescents when controlling for monetary gambling,2021,10.1556/2006.2021.00078,29,article,game currency monetary policy
openalex,https://openalex.org/W2779467765,U.S. Monetary Regimes and Optimal Monetary Policy in the Euro Area,2018,10.1111/jmcb.12503,6,article,game currency monetary policy
openalex,https://openalex.org/W2006783208,Inflation in open economies,1997,10.1016/s0022-1996(96)01442-0,313,article,game currency monetary policy
openalex,https://openalex.org/W4236991705,Safeguarding Financial Stability: Theory and Practice,2006,10.2307/20031932,173,article,game currency monetary policy
openalex,https://openalex.org/W2587861577,The Impact of Policy Announcement on Stock Market Volatility: Evidence from Currency Demonetisation in India,2017,10.9790/487x-1901074763,13,article,game currency monetary policy
openalex,https://openalex.org/W3022477860,"Economic Recovery from the Argentine Great Depression: Institutions, Expectations, and the Change of Macroeconomic Regime",2000,10.3386/w6767,12,report,game currency monetary policy
openalex,https://openalex.org/W2597780066,A Decade of Lost Growth: Economic Policy in Spain through the Great Recession,2017,10.1080/13608746.2017.1301065,53,article,game currency monetary policy
openalex,https://openalex.org/W1524184637,Are Different-Currency Assets Imperfect Substitutes?,2003,10.2139/ssrn.427640,11,preprint,game currency monetary policy
openalex,https://openalex.org/W2199552907,Peers or parents? On non-monetary incentives in schools,2015,,26,preprint,game currency monetary policy
openalex,https://openalex.org/W4400774672,Monetary-fiscal policies design and financial shocks in currency unions,2024,10.1007/s40888-024-00337-y,3,article,game currency monetary policy
openalex,https://openalex.org/W2783204643,The Irish Single-Currency Debate of the 1990s in Retrospect,2017,,18,article,game currency monetary policy
openalex,https://openalex.org/W3123133128,Reconstructing Macroeconomic Theory to Manage Economic Policy,2014,10.3386/w20517,32,report,game currency monetary policy
openalex,https://openalex.org/W3123992877,International Monetary Policy to Promote Economic Recovery,1985,10.3386/w1584,9,report,game currency monetary policy
openalex,https://openalex.org/W4366683081,"Into the Metaverse: Technical Challenges, Social Problems, Utopian Visions, and Policy Principles",2023,10.1080/13183222.2023.2200688,60,article,game currency monetary policy
openalex,https://openalex.org/W2914976759,Green financial policies and capital flows,2019,10.1016/j.physa.2019.01.126,58,article,game currency monetary policy
openalex,https://openalex.org/W2559555626,Macroprudential Policy: Promise and Challenges,2016,10.3386/w22868,32,report,game currency monetary policy
openalex,https://openalex.org/W2953819550,Adopting Currency Convertibility: Experiences and Monetary Policy Considerations for Advanced Developing Countries,1994,10.5089/9781451950052.001,4,article,game currency monetary policy
openalex,https://openalex.org/W2941438113,Currency devaluations and beggar‐my‐neighbour penalties: evidence from the 1930s,2019,10.1111/ehr.12874,21,article,game currency monetary policy
openalex,https://openalex.org/W2040247020,"Promises, Promises: Credible Policy Reform via Signaling",1988,10.3386/w2600,63,report,game currency monetary policy
openalex,https://openalex.org/W3121287910,The International Monetary and Financial System,2019,10.3386/w25782,20,report,game currency monetary policy
openalex,https://openalex.org/W1842827659,International Industrial Policy Experiences and the Lessons for the UK,2013,10.13140/rg.2.1.1849.4560,69,book,game currency monetary policy
openalex,https://openalex.org/W1712709598,Happiness Surveys and Public Policy: What’s the Use?,2012,,69,article,game currency monetary policy
openalex,https://openalex.org/W2949398776,Can Pornography be Addictive? An fMRI Study of Men Seeking Treatment for Problematic Pornography Use,2017,10.1038/npp.2017.78,277,article,game currency monetary policy
openalex,https://openalex.org/W2063080566,WORLD CUP 2010: SOUTH AFRICAN ECONOMIC PERSPECTIVES AND POLICY CHALLENGES INFORMED BY THE EXPERIENCE OF GERMANY 2006,2007,10.1111/j.1465-7287.2007.00074.x,114,article,game currency monetary policy
openalex,https://openalex.org/W2797953704,"Lost in internationalization: Rise of the Renminbi, Macroprudential Policy, and Global Impacts",2018,10.1093/jiel/jgy009,8,article,game currency monetary policy
openalex,https://openalex.org/W1485793461,Labor Mobility and Fiscal Policy in a Currency Union,2015,10.1628/001522116x14739287071698,7,article,game currency monetary policy
openalex,https://openalex.org/W2034161208,Monetary institutions and inflation performance: cross-country evidence,2012,10.1080/17487870.2012.731805,16,article,game currency monetary policy
openalex,https://openalex.org/W3153775897,A Game Changer in Payment Habits: Evidence from Daily Data During a Pandemic,2020,10.2139/ssrn.3826478,36,preprint,game currency monetary policy
openalex,https://openalex.org/W1558987695,"A retrospective on the classical gold standard, 1821–1931",1987,10.1016/0304-3932(87)90009-2,21,article,game currency monetary policy
openalex,https://openalex.org/W2156575676,THE RELATIVE IMPACT OF NATIONAL MONETARY POLICIES AND INTERNATIONAL EXCHANGE RATE ON LONG-TERM VARIATIONS IN RELATIVE AGRICULTURAL POLICIES,2004,10.22004/ag.econ.23495,13,article,game currency monetary policy
openalex,https://openalex.org/W2142791678,Minimally Acceptable Altruism and the Ultimatum Game,2006,10.2139/ssrn.917196,28,preprint,game currency monetary policy
openalex,https://openalex.org/W3179811784,Monetary Policy Cooperation/Coordination and Global Financial Crises in Historical Perspective,2020,10.3386/w27898,9,report,game currency monetary policy
openalex,https://openalex.org/W4392447769,The Trade Policy-Making Process Level One of the Two Level Game: Country Studies in the Western Hemisphere,2002,10.18235/0008692,23,report,game currency monetary policy
openalex,https://openalex.org/W3125758507,Tax Policy,2007,10.5089/9781451868371.001,39,article,game currency monetary policy
openalex,https://openalex.org/W184898007,Monetary Policy in Resource-Rich Developing Economies,2012,10.2139/ssrn.2143593,8,preprint,game currency monetary policy
openalex,https://openalex.org/W3100805351,A Scientometric Review of Digital Currency and Electronic Payment Research: A Network Perspective,2020,10.1155/2020/8876017,16,review,game currency monetary policy
openalex,https://openalex.org/W2014312343,Grand corruption instead of commitment? Reconsidering time-inconsistency of monetary policy,2012,10.1016/j.jimonfin.2012.05.021,11,article,game currency monetary policy
openalex,https://openalex.org/W2776526015,Game of Thrones: Accommodating Monetary Policies in a Monetary Union,2018,10.3390/g9010009,2,article,game currency monetary policy
openalex,https://openalex.org/W4233614618,Game of Thrones: Accommodating Monetary Policies in a Monetary Union,2017,10.20944/preprints201712.0181.v1,2,preprint,game currency monetary policy
openalex,https://openalex.org/W1575217599,"In lands of foreign currency credit, bank lending channels run through? The effects of monetary policy at home and abroad on the currency denomination of the supply of credit",2014,,5,preprint,game currency monetary policy
openalex,https://openalex.org/W2107362899,How Tax Policy and Incentives Affect Foreign Direct Investment: A Review,2000,10.1596/1813-9450-2509,82,report,game currency monetary policy
openalex,https://openalex.org/W2953793158,The Gains From International Monetary Cooperation Revisited,2004,10.5089/9781451841664.001,13,article,game currency monetary policy
openalex,https://openalex.org/W2259146284,The (Ever) Incomplete Story of Economic and Monetary Union,2016,10.30950/jcer.v12i1.696,18,article,game currency monetary policy
openalex,https://openalex.org/W3199636661,Digital Yuan – currency or policy tool?,2021,10.14712/23366478.2021.28,6,article,game currency monetary policy
openalex,https://openalex.org/W3126124262,Monetary Policy and Financial Markets,2001,10.1111/1467-9426.t01-1-00188,5,article,game currency monetary policy
openalex,https://openalex.org/W2054145375,"Depoliticisation: Principles, Tactics and Tools",2006,10.1057/palgrave.bp.4200016,402,article,game currency monetary policy
openalex,https://openalex.org/W4289257523,Monetary Policy and Financial Markets,2001,10.1111/1467-9426.t01-1-00170,5,article,game currency monetary policy
openalex,https://openalex.org/W2945167469,Money as an Institution: Rule versus Evolved Practice? Analysis of Multiple Currencies in Argentina,2019,10.3390/jrfm12020080,15,article,game currency monetary policy
openalex,https://openalex.org/W2592121600,"Macroeconomic surprises, market environment, and safe-haven currencies",2019,10.1186/s41937-019-0031-9,16,article,game currency monetary policy
openalex,https://openalex.org/W3021277306,"Monetary Policy Challenges in Emerging Markets: Sudden Stop, Liability Dollarization, and Lender of Last Resort",2006,10.18235/0010971,15,report,game currency monetary policy
openalex,https://openalex.org/W4300802960,Monetary Policy and Financial Markets,2002,10.1111/1467-9426.t01-1-00218,5,article,game currency monetary policy
openalex,https://openalex.org/W4200418864,"Currency Wars, Trade Wars, and Global Demand",2021,10.3386/w29603,14,report,game currency monetary policy
openalex,https://openalex.org/W2904051300,The consequences of unconventional monetary policy in euro area in times of monetary easing,2018,10.24136/oc.2018.029,7,article,game currency monetary policy
openalex,https://openalex.org/W3121766398,Is time ripe for a currency union in emerging East Asia? The role of monetary stabilisation,2005,,6,preprint,game currency monetary policy
openalex,https://openalex.org/W2955309985,Currency Crises and Uncertainty About Fundamentals,2002,10.5089/9781451841916.001,16,article,game currency monetary policy
openalex,https://openalex.org/W4388823424,Central Bank Digital Currencies: a proper reaction to private digital money?,2023,10.4337/roke.2023.04.05,13,article,game currency monetary policy
openalex,https://openalex.org/W4210423863,The credibility of monetary policy and the fiscal response to the pandemic in the Eurozone,2022,10.1007/s40844-021-00226-0,9,article,game currency monetary policy
openalex,https://openalex.org/W3186570040,Urgency-aware optimal routing in repeated games through artificial currencies,2021,10.1016/j.ejcon.2021.06.024,16,article,game currency monetary policy
openalex,https://openalex.org/W1503681195,The New International Money Game,2002,10.1057/9780230500976,21,book,game currency monetary policy
openalex,https://openalex.org/W3123203204,"Federal Reserve Structure, Economic Ideas, and Monetary and Financial Policy",2019,10.3386/w26098,10,report,game currency monetary policy
openalex,https://openalex.org/W3034359433,"Diminishing Dollar Hegemony: What Wars and Sanctions Failed to Accomplish, COVID-19 Has",2020,10.2139/ssrn.3570910,18,preprint,game currency monetary policy
openalex,https://openalex.org/W2019850726,Monetary politics in a monetary union: A note on common agency with rational expectations,2008,10.1016/j.econlet.2008.08.008,2,article,game currency monetary policy
openalex,https://openalex.org/W3214710666,Cooperation Mechanism in Blockchain by Evolutionary Game Theory,2021,10.1155/2021/1258730,31,article,game currency monetary policy
openalex,https://openalex.org/W4304893457,Play or pay to win: Loot boxes and gaming disorder in FIFA ultimate team,2022,10.1016/j.teler.2022.100023,45,article,game currency monetary policy
openalex,https://openalex.org/W2267455339,MONETARY AND FISCAL POLICY ANALYSIS: WHICH IS MORE EFFECTIVE?,2015,10.22146/jieb.6470,9,article,game currency monetary policy
openalex,https://openalex.org/W3124344124,Global Monetary Policy Under a Dollar Standard,2004,,2,preprint,game currency monetary policy
openalex,https://openalex.org/W2725494625,The Unique Nature of the Responsibilities of the International Monetary Fund,1992,10.5089/9781557753212.054,21,book,game currency monetary policy
openalex,https://openalex.org/W1496382481,How should large and small countries be represented in a currency union?,2004,10.17169/fudocs_document_000000000459,14,book,game currency monetary policy
openalex,https://openalex.org/W4249402459,Policy Assessments for the Carbon Emission Flows and Sustainability of Bitcoin Blockchain Operation in China,2020,10.21203/rs.3.rs-65905/v1,73,preprint,game currency monetary policy
openalex,https://openalex.org/W4390761467,"The Influence of Fiscal, Monetary, and Public Policies on Sustainable Development in Sri Lanka",2024,10.3390/su16020580,11,article,game currency monetary policy
openalex,https://openalex.org/W2109050294,Public Inflation Aversion and the Political Economy of Macroeconomic Policymaking,2004,10.1017/s0020818304581018,133,article,game currency monetary policy
openalex,https://openalex.org/W2044906714,Monetary-Fiscal Wage Interactions in a Multi-Country Currency Union,2013,10.11130/jei.2013.28.3.507,5,article,game currency monetary policy
openalex,https://openalex.org/W3098341133,Scavenger Hunt: Utilization of Blockchain and IoT for a Location-Based Game,2020,10.1109/access.2020.3037182,36,article,game currency monetary policy
openalex,https://openalex.org/W2954893968,On the Pattern of Currency Blocs in Africa,2005,10.5089/9781451860641.001,10,article,game currency monetary policy
openalex,https://openalex.org/W2891563830,"Contagion in Latin America: Definitions, Measurement, and Policy Implications",2001,10.1353/eco.2001.0001,49,article,game currency monetary policy
openalex,https://openalex.org/W4405760360,Strategic Interaction Between Monetary and Fiscal Policy in Algeria: a Game Theory Approach,2024,10.54821/uiecd.1539098,4,article,game currency monetary policy
openalex,https://openalex.org/W2022490193,Anticipation of Future Consumption: A Monetary Perspective,2013,10.1111/jmcb.12008,16,article,game currency monetary policy
openalex,https://openalex.org/W4399984871,Post-COVID inflation and the monetary policy dilemma: an agent-based scenario analysis,2024,10.1007/s11403-024-00413-3,13,article,game currency monetary policy
openalex,https://openalex.org/W2053174125,Federalism as a Commitment to Preserving Market Incentives,1997,10.1257/jep.11.4.83,1516,article,game currency monetary policy
openalex,https://openalex.org/W2807460320,"Evaluating Consistency in Environmental Policy Mixes through Policy, Stakeholder, and Contextual Interactions",2018,10.3390/su10061896,48,article,game currency monetary policy
openalex,https://openalex.org/W2893913300,"Financial spillovers, spillbacks, and the scope for international macroprudential policy coordination",2021,10.1007/s10368-021-00522-5,38,article,game currency monetary policy
openalex,https://openalex.org/W4225729061,Loot box purchasing is linked to problem gambling in adolescents when controlling for monetary gambling participation,2022,10.1556/2006.2022.00015,35,article,game currency monetary policy
openalex,https://openalex.org/W2196475674,Currency School versus Banking School: an ongoing confrontation,2015,,19,article,game currency monetary policy
openalex,https://openalex.org/W4288053968,"Regulating Gambling-Like Video Game Loot Boxes: a Public Health Framework Comparing Industry Self-Regulation, Existing National Legal Approaches, and Other Potential Approaches",2022,10.1007/s40429-022-00424-9,81,article,game currency monetary policy
openalex,https://openalex.org/W2257207654,Optimal Monetary and Fiscal Policy at the Zero Lower Bound in a Small Open Economy,2016,10.24149/gwp260,12,article,game currency monetary policy
openalex,https://openalex.org/W1790518811,"Tough Policies, Incredible Policies?",2003,10.3386/w9932,19,report,game currency monetary policy
openalex,https://openalex.org/W3158560450,Foreign Currency Intermediation: Systemic Risk and Macroprudential Regulation,2021,10.1016/j.latcb.2021.100028,16,article,game currency monetary policy
openalex,https://openalex.org/W4285739339,The Evolution of Monetary Policy Focal Points,2022,10.1080/00213624.2022.2050149,6,article,game currency monetary policy
openalex,https://openalex.org/W3123238300,A new approach for determining exchange-rate level preferences,2008,10.1017/s0020818308080144,77,article,game currency monetary policy
openalex,https://openalex.org/W4390579287,Financial Integration and Monetary Policy Coordination,2024,10.21034/wp.802,6,preprint,game currency monetary policy
openalex,https://openalex.org/W2615775891,A game theoretic approach to the theory of money and financial institutions,1987,,29,preprint,game currency monetary policy
openalex,https://openalex.org/W2206980813,The Role of the Exchange Rate in Monetary Policy - the Experience of Other Countries,1993,,9,article,game currency monetary policy
openalex,https://openalex.org/W1987447680,Consumption Insurance: An Evaluation of Risk-Bearing Systems in Low-Income Economies,1995,10.1257/jep.9.3.83,604,article,game currency monetary policy
openalex,https://openalex.org/W4380872995,Original sin: Fiscal rules and government debt in foreign currency in developing countries,2024,10.1016/j.jmacro.2024.103600,25,article,game currency monetary policy
openalex,https://openalex.org/W4280586231,"Cross-Border Central Bank Digital Currencies, Bank Runs and Capital Flows Volatility",2022,10.5089/9798400209185.001,26,article,game currency monetary policy
